Unnamed: 0,military_base_name,coordinates,longtitudes,latitudes,description,type,type_norm,tags
489,39th Separate Special Purpose Radio-Technical Brigade GRU,"55.17398663341594,51.7795896369329,0",55.17398663341594,51.7795896369329,military unit 63180,Garrison / Unit Base,garrison,"[""electronic""]"
490,103rd Weapons and Equipment Storage and Repair Base,"82.51996224468949,54.76922820921602,0",82.51996224468949,54.76922820921602,military unit 32456,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
491,104th Weapons and Equipment Storage and Repair Base,"85.30310677024258,52.5069600778029,0",85.30310677024258,52.5069600778029,military unit 30653,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
492,187th Weapons and Equipment Storage and Repair Base,"99.07608261584319,54.92600958593634,0",99.07608261584319,54.92600958593634,military unit 21431,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
493,7027th Weapons and Equipment Storage and Repair Base,"81.81804618291173,51.96433851971282,0",81.81804618291173,51.96433851971282,military unit 74881,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
494,349th Weapons and NBC Protection Equipment Storage Base,"83.1282856797967,52.80412970750751,0",83.1282856797967,52.80412970750751,military unit 54730,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
495,691st Weapons and NBC Protection Equipment Storage Base,"59.97939540244381,56.8091057037949,0",59.97939540244381,56.8091057037949,military unit 42748,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
496,n/a Central Tank Storage and Repair Base,"62.73391611582736,56.84473790301181,0",62.73391611582736,56.84473790301181,military unit 75485,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
497,349th Central Tank Storage and Repair Base,"83.13978756766728,52.81418919619358,0",83.13978756766728,52.81418919619358,military unit 63753,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
498,1311th Central Tank Storage and Repair Base,"60.60884003687184,56.97744057412844,0",60.60884003687184,56.97744057412844,military unit 42716,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
499,2544th Central Tank Storage and Repair Base,"91.45158795091946,56.17030574926283,0",91.45158795091946,56.17030574926283,military unit 54630,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
500,103rd Weapons Arsenal,"45.17593847006525,54.16283474256471,0",45.17593847006525,54.16283474256471,military unit 42701,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
501,473rd Regional Junior Specialists Traning Center,"62.49656459373426,56.82942723134949,0",62.49656459373426,56.82942723134949,military unit 31612,Garrison / Unit Base,garrison,[]
502,183rd Special Purpose Medical Detachment,"60.60647590970316,56.97074425249539,0",60.60647590970316,56.97074425249539,military unit 64557,Garrison / Unit Base,garrison,[]
503,Vehicles Storage,"48.43527845470725,53.17271340596239,0",48.43527845470725,53.17271340596239,military unit 74991,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
504,32nd Training Tank Regiment,"62.50489433028243,56.84215425565228,0",62.50489433028243,56.84215425565228,military unit 55062,Training Range,training,"[""training""]"
505,140th Training Motor Rifle Regiment,"62.49469162508321,56.84490807835503,0",62.49469162508321,56.84490807835503,military unit 44959,Training Range,training,"[""training""]"
506,225th Training Motor Rifle Regiment,"62.48541184074336,56.84785985668906,0",62.48541184074336,56.84785985668906,military unit 55059,Training Range,training,"[""training""]"
507,29th Separate Railway Repair Battalion,"73.67685092571078,54.57609038570814,0",73.67685092571078,54.57609038570814,military unit 30623,Garrison / Unit Base,garrison,[]
508,83rd Separate Automobile Battalion,"83.09574130294136,54.74950082170141,0",83.09574130294136,54.74950082170141,military unit 42587,Garrison / Unit Base,garrison,[]
509,Medical Detachment,"83.09245928663749,54.74770090677502,0",83.09245928663749,54.74770090677502,military unit 51837,Garrison / Unit Base,garrison,[]
510,2059th Psychological Operations Group GRU,"60.58014345908574,56.76871121453073,0",60.58014345908574,56.76871121453073,military unit 03138,Garrison / Unit Base,garrison,[]
511,157th EW Troops Command and Control Center (?),"60.97256762630192,56.72885673675474,0",60.97256762630192,56.72885673675474,military unit 65543,Headquarters / Command,hq_command,"[""electronic"", ""hq""]"
512,Training Center for Junior Specialists of Intelligence/Reconaissance Uniits,"83.10037631855488,54.87598456406359,0",83.10037631855488,54.87598456406359,,Training Range,training,"[""training""]"
513,Syzran Military Recruitment Office,"48.4922832345584,53.17413956100381,0",48.4922832345584,53.17413956100381,,Unknown,unknown,[]
514,7006th Military Equipment Storage and Repair Base,"46.01943047380298,51.57432119885323,0",46.01943047380298,51.57432119885323,,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
515,Central Military District HQ,"60.62435102926554,56.84141524056925,0",60.62435102926554,56.84141524056925,,Unknown,unknown,"[""hq""]"
516,"127th Motor Rifle Division 
HQ","131.6690346957379,44.33270223301108,0",131.6690346957379,44.33270223301108,military unit 44980,Garrison / Unit Base,garrison,"[""hq""]"
517,114th Guards Motor Rifle Regiment,"131.9280371819147,43.80653846341668,0",131.9280371819147,43.80653846341668,military unit 24776,Garrison / Unit Base,garrison,[]
518,394th Motor Rifle Regiment,"131.6705642553871,44.33526832493489,0",131.6705642553871,44.33526832493489,military unit 25573,Garrison / Unit Base,garrison,[]
519,218th Tank Regiment,"131.6717873457243,44.32558192159128,0",131.6717873457243,44.32558192159128,military unit 82588,Garrison / Unit Base,garrison,[]
520,1171st Anti-Aircraft Missile Regiment,"131.6687212932336,44.33688141089456,0",131.6687212932336,44.33688141089456,military unit 65484,Missile Unit / Site,missile_base,"[""air_defense"", ""missile""]"
521,872nd Self-Propelled Artillery Regiment,"131.667283127407,44.33055766510926,0",131.667283127407,44.33055766510926,military unit 75234,Garrison / Unit Base,garrison,[]
522,243rd Separate Engineer-Sapper Battalion,"131.9274688516156,43.80571752284956,0",131.9274688516156,43.80571752284956,military unit 93580,Garrison / Unit Base,garrison,[]
523,79th Separate Repair and Restoration Battalion,"131.6941482891712,44.18180040607768,0",131.6941482891712,44.18180040607768,military unit 98655,Garrison / Unit Base,garrison,[]
524,928th Separate Communications Battalion,"131.6709186438469,44.32946972239815,0",131.6709186438469,44.32946972239815,military unit 14241,Garrison / Unit Base,garrison,"[""electronic""]"
525,77th Separate Reconnaissance Battalion,"131.6713813181275,44.33455657055406,0",131.6713813181275,44.33455657055406,,Garrison / Unit Base,garrison,[]
526,42nd Separate Medical Battalion,"131.6674996793566,44.32726193672922,0",131.6674996793566,44.32726193672922,,Garrison / Unit Base,garrison,[]
527,57th Separate Guards Motor Rifle Brigade,"134.2727710019521,46.80451095405484,0",134.2727710019521,46.80451095405484,"military unit 46102, (T-72B, BMP-1, BM 2B17-1 Tornado-G, Tor-M2U)",Garrison / Unit Base,garrison,"[""air_defense"", ""missile""]"
528,60th Separate Motor Rifle Brigade,"132.5154011975791,44.19554864306023,0",132.5154011975791,44.19554864306023,"military unit 16871, (T-72B, BMP-1, 2S19 Msta-S, Tor-M2U)",Garrison / Unit Base,garrison,"[""air_defense"", ""missile""]"
529,20th Guards Missile Brigade,"131.9421549850737,43.77799772505035,0",131.9421549850737,43.77799772505035,"military unit 92088, (9K720 Iskander-M)",Missile Unit / Site,missile_base,"[""missile""]"
530,305th Artillery Brigade,"131.9321779291464,43.82777270731799,0",131.9321779291464,43.82777270731799,"miltary unit 39255, (BM-27 Uragan, 2S4 Tyulpan, 2S5 Giatsint-S, MT-12 Rapira)",Garrison / Unit Base,garrison,[]
531,8th Anti-Aircraft Missile Brigade,"131.9291795667506,43.79255336928453,0",131.9291795667506,43.79255336928453,"military unit 36411, (9K37 Buk-M1)",Missile Unit / Site,missile_base,"[""air_defense"", ""missile""]"
532,25th NBC Protection Regiment,"133.4153997337567,45.45726439271065,0",133.4153997337567,45.45726439271065,military unit 58079,Garrison / Unit Base,garrison,[]
533,"237th Weapons and Equipment Storage and Repair 
Base","134.2790437157011,46.81520683026793,0",134.2790437157011,46.81520683026793,,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
534,"245th Weapons and Equipment 
Storage and Repair Base","133.4191496942394,45.4555455840317,0",133.4191496942394,45.4555455840317,military unit 92910,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
535,"247th Weapons and Equipment Storage and Repair 
Base","132.5092252858616,44.20295044691861,0",132.5092252858616,44.20295044691861,military unit 30615,Logistics / Ammo Storage,logistics_ammo,"[""logistics"", ""storage""]"
536,101st Separate Logistics Brigade,"131.9096262837365,43.82746954024611,0",131.9096262837365,43.82746954024611,military unit 11338,Garrison / Unit Base,garrison,[]
537,35th Engineer-Sapper Regiment,"131.9049115546705,43.52477434862681,0",131.9049115546705,43.52477434862681,military unit 43294,Garrison / Unit Base,garrison,[]
538,5th Combined Arms Army HQ,"131.9554520169889,43.7905519674047,0",131.9554520169889,43.7905519674047,military unit 06426,Garrison / Unit Base,garrison,"[""hq""]"
539,36th Separate Guards Motor Rifle Brigade,"116.4776355160622,50.35360960331022,0",116.4776355160622,50.35360960331022,"military unit 06705, (T-72B, 2S3 Akatsiya, BMP-2, BM-21 Grad), Commander: Lieutenant Colonel Andrey Voronkov",Garrison / Unit Base,garrison,[]
540,200th Artillery Brigade,"113.0394034094085,51.5646535131477,0",113.0394034094085,51.5646535131477,"military unit 48271 (2A65 Msta-B, BM-27 Uragan, MT-12 Rapira)",Garrison / Unit Base,garrison,[]
541,/B 3rd Missile Brigade,"113.0267025606098,51.5533771122507,0",113.0267025606098,51.5533771122507,"military unit 92088, (9K720 Iskander-M)",Missile Unit / Site,missile_base,"[""missile""]"
542,/B 3rd Missile Brigade,"113.0124345036849,51.53986598923424,0",113.0124345036849,51.53986598923424,"military unit 92088, (9K720 Iskander-M), August 2022 - site under construction",Missile Unit / Site,missile_base,"[""missile""]"
543,140th Anti-Aircraft Missile Brigade,"113.1268428758754,51.90218489337109,0",113.1268428758754,51.90218489337109,"military unit 32390, (9K37 Buk-M1)",Missile Unit / Site,missile_base,"[""air_defense"", ""missile""]"
544,101st Command and Control Brigade,"113.4902028232617,52.0889852261709,0",113.4902028232617,52.0889852261709,military unit 38151,Garrison / Unit Base,garrison,"[""hq""]"
545,19th NBC Protection Regiment,"113.0353329737783,51.54952650111773,0",113.0353329737783,51.54952650111773,military unit 56313,Garrison / Unit Base,garrison,[]
546,"29th Combined Arms Army
 HQ","113.4992603678623,52.0318811906494,0",113.4992603678623,52.0318811906494,military unit 32853,Garrison / Unit Base,garrison,"[""hq""]"
547,38th Separate Guards Motor Rifle Brigade,"129.09515477735,50.35913983619625,0",129.09515477735,50.35913983619625,"military unit 21720, (T-80BV, T-72B3, BM-21 Grad, 2S3 Akatsiya)",Garrison / Unit Base,garrison,[]
548,64th Separate Motor Rifle Brigade,"135.4586840964849,48.48224006740086,0",135.4586840964849,48.48224006740086,"military unit 51460, Commander: Lieutenant Colonel Azatbek Omurbekov ""Butcher of Bucha"", (T-80BVM, T-72B3, BMP-1, BM-21 Grad)",Garrison / Unit Base,garrison,[]
549,69th Separate Covering Brigade,"132.4705225509869,48.12584894073826,0",132.4705225509869,48.12584894073826,"military unit 61424, (T-80BV, BMP-2, 2S19 Msta-S)",Garrison / Unit Base,garrison,[]
550,107th Missile Brigade,"132.8455426979129,48.78401872894435,0",132.8455426979129,48.78401872894435,"military unit 47062, (9K720 Iskander-M)",Missile Unit / Site,missile_base,"[""missile""]"
551,165th Artillery Brigade,"128.3737662830514,50.91858317483826,0",128.3737662830514,50.91858317483826,"military unit 02901, (BM-27 Uragan, 2S7M Malka, 2A65 Msta-B, MT-12 Rapira)",Garrison / Unit Base,garrison,[]
552,71st Anti-Aircraft Missile Brigade,"128.4798316662318,50.90576191873865,0",128.4798316662318,50.90576191873865,"military unit 01879, (9K37 Buk-M1)",Missile Unit / Site,missile_base,"[""air_defense"", ""missile""]"
553,35th NBC Protection Regiment,"128.4841296740119,50.90153637771232,0",128.4841296740119,50.90153637771232,military unit 59792,Garrison / Unit Base,garrison,[]
554,253rd Separate Radio-Technical Battalion GRU,"128.4820854962837,50.90379029724589,0",128.4820854962837,50.90379029724589,military unit 63554,Garrison / Unit Base,garrison,"[""electronic""]"
555,/B 54th Command and Control Brigade,"128.506718307271,50.91781170296478,0",128.506718307271,50.91781170296478,military unit 53790,Garrison / Unit Base,garrison,"[""hq""]"
556,/B 54th Command and Control Brigade,"128.5045470532176,50.91427836700327,0",128.5045470532176,50.91427836700327,military unit 53790,Garrison / Unit Base,garrison,"[""hq""]"
557,82nd Separate Repair and Restoration Battalion (?),"128.471276230656,50.90487989467935,0",128.471276230656,50.90487989467935,military unit 98673,Garrison / Unit Base,garrison,[]
558,714th Command Intelligence Center (?),"128.5283344277925,50.9021561666869,0",128.5283344277925,50.9021561666869,military unit 32863,Headquarters / Command,hq_command,"[""hq""]"
559,35th Combined Arms Army HQ,"128.4527939020746,50.92046853406645,0",128.4527939020746,50.92046853406645,military unit 02492,Garrison / Unit Base,garrison,"[""hq""]"
560,5th Separate Guards Tank Brigade,"107.5213615545497,51.89385178572439,0",107.5213615545497,51.89385178572439,"military unit 46108, Commander: ?, (T-72B3, BMP-1, 9K51M Tornado-G, 9K332M Tor-M2U)",Garrison / Unit Base,garrison,"[""air_defense"", ""missile""]"
561,37th Separate Guards Motor Rifle Brigade,"106.4241591442703,50.37350160196178,0",106.4241591442703,50.37350160196178,"military unit 69647, (T-72B3, BMP-2, 9K51M Tornado-G, 9A33BM2(3) Osa)",Garrison / Unit Base,garrison,[]
562,30th Artillery Brigade,"107.7774973429541,51.843044489091,0",107.7774973429541,51.843044489091,"military unit 62048, (2S19M2 Msta-S, BM-27 Uragan)",Garrison / Unit Base,garrison,[]
563,35th Anti-Aircraft Missile Brigade,"107.8038782448195,51.72105000411043,0",107.8038782448195,51.72105000411043,"military unit 34696, (9K317M Buk-M3)",Missile Unit / Site,missile_base,"[""air_defense"", ""missile""]"
564,26th NBC Protection Regiment,"108.1127067862336,51.92497949092235,0",108.1127067862336,51.92497949092235,military unit 62563,Garrison / Unit Base,garrison,[]
565,103rd Missile Brigade,"107.5557677302298,51.90539117506907,0",107.5557677302298,51.90539117506907,"military unit 47130, (9K720 Iskander-M)",Missile Unit / Site,missile_base,"[""missile""]"
566,75th Command and Control Brigade,"107.6565055962824,51.79943575100172,0",107.6565055962824,51.79943575100172,military unit 01229,Garrison / Unit Base,garrison,"[""hq""]"
567,102nd Separate Logistics Brigade,"107.8825195198473,51.8466588661023,0",107.8825195198473,51.8466588661023,military unit 72155,Garrison / Unit Base,garrison,[]
568,36th Combined Arms Army HQ,"107.8980742652382,51.85036305840799,0",107.8980742652382,51.85036305840799,military unit 05776,Garrison / Unit Base,garrison,"[""hq""]"
